idGenreContext,bar_80s,bar_Ele,bar_Jaz,bar_Met,con_80s,con_Ele,con_Jaz,con_Met,mov_80s,mov_Ele,mov_Jaz,mov_Met,vid_80s,vid_Ele,vid_Jaz,vid_Met
bar_80s,0.9999999999999999,0.8016850316412181,0.822064741292447,0.773302988878445,0.8184311645618344,0.7842207043876475,0.7969905336489201,0.7162982416620618,0.7828559459037318,0.7728902575981054,0.8135598983748216,0.7617365140057561,0.8013171195040044,0.7614664201155363,0.8034601908989654,0.7070392571962056
bar_Ele,0.8016850316412181,0.9999999999999998,0.776491998980098,0.7587906484942342,0.7822897741886707,0.8127533310202546,0.7566587757030426,0.7024763106275059,0.7444991601185683,0.79960062955582,0.7686492880092158,0.7639336657713506,0.7814203418673855,0.8058346063764962,0.7676253593864634,0.7117099069064645
bar_Jaz,0.822064741292447,0.776491998980098,0.9999999999999996,0.7538947120130511,0.7908233607449716,0.7588323131830026,0.821617753389501,0.7043227023584653,0.7386521046162193,0.7500686846988753,0.8346755990114929,0.7431057986983854,0.786235331974312,0.7436104960261094,0.8290132037509436,0.6956206101898815
bar_Met,0.773302988878445,0.7587906484942342,0.7538947120130511,1.0000000000000009,0.7711091480692442,0.7538688680846285,0.7666072528548049,0.8148139263221891,0.7175560911437733,0.7581659461636855,0.7459546573822428,0.8181379483570512,0.7613730846084635,0.7565100106956842,0.7600927175726288,0.813082249542825
con_80s,0.8184311645618344,0.7822897741886707,0.7908233607449716,0.7711091480692442,1.0000000000000004,0.7843005808784631,0.801811019505316,0.7360473356938543,0.7846398069783053,0.7623350315548698,0.795133902434392,0.7566044670858492,0.7989029962752866,0.7591336675556397,0.7927871601985188,0.7148776700070801
con_Ele,0.7842207043876475,0.8127533310202546,0.7588323131830026,0.7538688680846285,0.7843005808784631,0.9999999999999998,0.7561173073026144,0.7273570350969704,0.7248552120759774,0.7798599333661839,0.7522337083960654,0.7567281889926175,0.7751343521394645,0.7960904784555644,0.7625630576649477,0.7240256558065448
con_Jaz,0.7969905336489201,0.7566587757030426,0.821617753389501,0.7666072528548049,0.801811019505316,0.7561173073026144,0.9999999999999994,0.7436772203077441,0.7339068783011969,0.7337557108599168,0.8183986881613949,0.7466367175730366,0.7690992362235123,0.7309432030329858,0.8128789580560619,0.6988476764267657
con_Met,0.7162982416620618,0.7024763106275059,0.7043227023584653,0.8148139263221891,0.7360473356938543,0.7273570350969704,0.7436772203077441,1.0000000000000004,0.6672460897926594,0.6946348195249956,0.6971333773438786,0.7927738625682587,0.7129994765870324,0.6974328478791916,0.7079574333017915,0.7730187463501357
mov_80s,0.7828559459037318,0.7444991601185683,0.7386521046162193,0.7175560911437733,0.7846398069783053,0.7248552120759774,0.7339068783011969,0.6672460897926594,0.9999999999999994,0.7514343860616312,0.7743778352323071,0.73537746915631,0.7900898695932473,0.7380117608710445,0.7478662172950863,0.6721582237014071
mov_Ele,0.7728902575981054,0.79960062955582,0.7500686846988753,0.7581659461636855,0.7623350315548698,0.7798599333661839,0.7337557108599168,0.6946348195249956,0.7514343860616312,1.0000000000000002,0.7567964923109085,0.7884203044767589,0.788655015922474,0.8174222695875509,0.7626507723841096,0.745314315737151
mov_Jaz,0.8135598983748216,0.7686492880092158,0.8346755990114929,0.7459546573822428,0.795133902434392,0.7522337083960654,0.8183986881613949,0.6971333773438786,0.7743778352323071,0.7567964923109085,0.9999999999999991,0.7480721854354255,0.7917782224296055,0.7572178451810307,0.8278543999318718,0.7040399222479536
mov_Met,0.7617365140057561,0.7639336657713506,0.7431057986983854,0.8181379483570512,0.7566044670858492,0.7567281889926175,0.7466367175730366,0.7927738625682587,0.73537746915631,0.7884203044767589,0.7480721854354255,0.9999999999999997,0.7689379592211935,0.7749188102614902,0.7478929340648639,0.7941359579169728
vid_80s,0.8013171195040044,0.7814203418673855,0.786235331974312,0.7613730846084635,0.7989029962752866,0.7751343521394645,0.7690992362235123,0.7129994765870324,0.7900898695932473,0.788655015922474,0.7917782224296055,0.7689379592211935,1.0,0.7928910926325973,0.806423401120467,0.7432325436242307
vid_Ele,0.7614664201155363,0.8058346063764962,0.7436104960261094,0.7565100106956842,0.7591336675556397,0.7960904784555644,0.7309432030329858,0.6974328478791916,0.7380117608710445,0.8174222695875509,0.7572178451810307,0.7749188102614902,0.7928910926325973,1.0000000000000029,0.7613355134070271,0.7604997860538677
vid_Jaz,0.8034601908989654,0.7676253593864634,0.8290132037509436,0.7600927175726288,0.7927871601985188,0.7625630576649477,0.8128789580560619,0.7079574333017915,0.7478662172950863,0.7626507723841096,0.8278543999318718,0.7478929340648639,0.806423401120467,0.7613355134070271,0.9999999999999991,0.7308464002187143
vid_Met,0.7070392571962056,0.7117099069064645,0.6956206101898815,0.813082249542825,0.7148776700070801,0.7240256558065448,0.6988476764267657,0.7730187463501357,0.6721582237014071,0.745314315737151,0.7040399222479536,0.7941359579169728,0.7432325436242307,0.7604997860538677,0.7308464002187143,0.9999999999999994
